src,id,k,sStar,wtU,wtV,lenU,lenV
ctrnact,ctrnact-08_34-4p_4s3_5c3_6f-3,8,14,1,14,1.000000,13.464102
ctrnact,ctrnact-08_34-4p_4s3_5c3_6f-4,8,14,1,14,1.000000,13.464102
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-1,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-2,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-3,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-4,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-5,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-6,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-7,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c3_6i-8,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s3_5c4-1,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-10,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-2,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-3,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-4,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-5,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-6,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-7,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-8,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c4-9,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s3_5c_6f_6i2-1,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4p_4s3_5c_6i3-1,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s4_5c2_6i-1,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s4_5c2_6i-2,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s4_5c2_6i-3,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s4_5c2_6i-4,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s4_5c2_6i-5,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4p_4s4_5c3-1,8,15,1,15,1.000000,14.606636
ctrnact,ctrnact-08_34-4p_4s4_5c3-2,8,15,1,15,1.000000,14.606636
ctrnact,ctrnact-08_34-4p_4s4_5c3-3,8,15,1,15,1.000000,14.606636
ctrnact,ctrnact-08_34-4p_4s4_5c3-5,8,15,1,15,1.000000,14.606636
ctrnact,ctrnact-08_34-4p_4s4_5c_6f_6i-1,8,14,1,14,1.000000,13.464102
ctrnact,ctrnact-08_34-4p_4s4_5c_6i2-1,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4p_4s5_5c2-1,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c2-2,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c2-3,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c2-4,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c2-5,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c2-6,8,15,1,15,1.000000,14.732051
ctrnact,ctrnact-08_34-4p_4s5_5c_6f-1,8,14,1,14,1.000000,13.732051
ctrnact,ctrnact-08_34-4p_4s5_5c_6i-1,8,15,1,15,1.000000,14.606636
ctrnact,ctrnact-08_34-4p_4s6_5c-1,8,15,1,15,1.000000,14.874431
ctrnact,ctrnact-08_34-4p_4s_5c2_6i4-1,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_4s_5c2_6i4-2,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-1,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-2,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-3,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-4,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-5,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6f_6i2-6,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-1,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-2,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-3,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-4,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-5,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-6,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c3_6i3-8,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-1,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-2,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-3,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-4,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-5,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-6,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-7,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-8,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c4_6i2-9,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_4s_5c5_6f-1,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4p_4s_5c5_6f-2,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4p_4s_5c5_6f-3,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-1,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-2,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-3,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-4,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-5,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-6,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-7,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-8,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c5_6i-9,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_4s_5c6-1,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4p_4s_5c6-2,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4p_4s_5c6-4,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4p_4s_5c_6f_6i4-1,8,14,1,14,1.000000,12.660254
ctrnact,ctrnact-08_34-4p_4s_5c_6i5-1,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c2_5d_5e_5f_6a_6i-1,8,8,8,8,7.464102,7.464102
ctrnact,ctrnact-08_34-4p_5c2_5e2_5f2_6h-1,8,5,4,5,3.732051,4.732051
ctrnact,ctrnact-08_34-4p_5c2_5e_5f2_6a_6i-1,8,8,8,8,7.464102,7.464102
ctrnact,ctrnact-08_34-4p_5c2_5e_5f3_6h-1,8,6,4,6,3.732051,5.554854
ctrnact,ctrnact-08_34-4p_5c2_6i5-1,8,15,1,15,1.000000,13.392305
ctrnact,ctrnact-08_34-4p_5c3_6f_6i3-1,8,14,1,14,1.000000,12.660254
ctrnact,ctrnact-08_34-4p_5c3_6f_6i3-2,8,14,1,14,1.000000,12.660254
ctrnact,ctrnact-08_34-4p_5c3_6f_6i3-3,8,14,1,14,1.000000,12.660254
ctrnact,ctrnact-08_34-4p_5c3_6f_6i3-4,8,14,1,14,1.000000,12.660254
ctrnact,ctrnact-08_34-4p_5c3_6i4-1,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c3_6i4-2,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c3_6i4-3,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c3_6i4-4,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c3_6i4-5,8,15,1,15,1.000000,13.535518
ctrnact,ctrnact-08_34-4p_5c4_6i3-1,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_5c4_6i3-2,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_5c4_6i3-3,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_5c4_6i3-4,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4p_5c5_6f_6i-1,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_5c5_6f_6i-2,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_5c5_6f_6i-3,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4p_5c5_6i2-1,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c5_6i2-2,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c5_6i2-3,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c5_6i2-4,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c5_6i2-5,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c5_6i2-6,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4p_5c6_6i-1,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_5c6_6i-2,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_5c6_6i-3,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4p_5c7-1,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4p_5c_6f_6i5-1,8,14,1,14,1.000000,12.392305
ctrnact,ctrnact-08_34-4p_5c_6i6-1,8,15,1,15,1.000000,13.267755
ctrnact,ctrnact-08_34-4r_4u_5d4_5f2-1,8,5,3,5,2.909313,4.891646
ctrnact,ctrnact-08_34-4r_5c_5d2_5e_5f_6h_6i-1,8,5,5,5,4.625182,4.625182
ctrnact,ctrnact-08_34-4r_5d3_5f4-1,8,5,3,5,2.909313,4.836559
ctrnact,ctrnact-08_34-4r_5d4_5f2_6j-3,8,5,3,5,2.909313,4.836559
ctrnact,ctrnact-08_34-4s2_5c2_6f2_6i2-1,8,14,1,14,1.000000,12.928203
ctrnact,ctrnact-08_34-4s2_5c2_6f_6i3-1,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4s2_5c2_6f_6i3-2,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4s2_5c2_6f_6i3-3,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4s2_5c2_6f_6i3-4,8,15,1,15,1.000000,13.803287
ctrnact,ctrnact-08_34-4s2_5c2_6i4-3,8,16,1,16,1.000000,14.660254
ctrnact,ctrnact-08_34-4s2_5c2_6i4-6,8,16,1,16,1.000000,14.660254
ctrnact,ctrnact-08_34-4s2_5c2_6i4-7,8,16,1,16,1.000000,14.660254
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-1,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-11,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-12,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-14,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-2,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-3,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-4,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-5,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6f_6i2-6,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s2_5c3_6i3-1,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-13,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-15,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-16,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-18,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-2,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-3,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-4,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-5,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-6,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-7,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c3_6i3-8,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s2_5c4_6f2-1,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-1,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-15,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-16,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-2,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-22,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-4,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-5,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-6,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6f_6i-8,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s2_5c4_6i2-1,8,8,1,8,1.000000,7.464102
ctrnact,ctrnact-08_34-4s2_5c4_6i2-10,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-11,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-12,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-13,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-14,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-15,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-17,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-22,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-23,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-24,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-27,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-28,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-29,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-31,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-43,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c4_6i2-44,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s2_5c5_6f-1,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6f-16,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6f-2,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6f-3,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6f-6,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6f-8,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s2_5c5_6i-1,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-13,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-14,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-18,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-2,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-20,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-21,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-22,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-3,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-30,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-32,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-4,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-48,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-5,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-6,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-7,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-8,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c5_6i-9,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s2_5c6-10,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c6-13,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c6-17,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c6-5,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c6-6,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c6-7,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s2_5c_6f_6i4-1,8,15,1,15,1.000000,13.660254
ctrnact,ctrnact-08_34-4s2_5c_6i5-1,8,16,1,16,1.000000,14.534882
ctrnact,ctrnact-08_34-4s3_5c2_6f2_6i-1,8,14,1,14,1.000000,13.196152
ctrnact,ctrnact-08_34-4s3_5c2_6f_6i2-1,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s3_5c2_6f_6i2-2,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s3_5c2_6f_6i2-3,8,15,1,15,1.000000,14.071064
ctrnact,ctrnact-08_34-4s3_5c2_6i3-10,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s3_5c2_6i3-11,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s3_5c2_6i3-4,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s3_5c2_6i3-5,8,16,1,16,1.000000,14.928203
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-1,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-14,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-15,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-2,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-3,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-4,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6f_6i-5,8,15,1,15,1.000000,14.196152
ctrnact,ctrnact-08_34-4s3_5c3_6i2-1,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-19,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-2,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-21,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-22,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-3,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-4,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-5,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-6,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-7,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-8,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c3_6i2-9,8,16,1,16,1.000000,15.070474
ctrnact,ctrnact-08_34-4s3_5c4_6f-1,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s3_5c4_6f-10,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s3_5c4_6f-3,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s3_5c4_6f-6,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s3_5c4_6i-1,8,8,1,8,1.000000,7.614510
ctrnact,ctrnact-08_34-4s3_5c4_6i-13,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-14,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-15,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-16,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-17,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-18,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-19,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-20,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-22,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-33,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-34,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-37,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-38,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-4,8,8,1,8,1.000000,7.614510
ctrnact,ctrnact-08_34-4s3_5c4_6i-45,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-46,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c4_6i-54,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s3_5c5-1,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-11,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-14,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-17,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-2,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-27,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-3,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-4,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-5,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c5-6,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s3_5c_6f_6i3-1,8,15,1,15,1.000000,13.928203
ctrnact,ctrnact-08_34-4s3_5c_6i4-1,8,16,1,16,1.000000,14.802675
ctrnact,ctrnact-08_34-4s4_5c2_6f_6i-1,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s4_5c2_6f_6i-2,8,15,1,15,1.000000,14.338847
ctrnact,ctrnact-08_34-4s4_5c2_6i2-15,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s4_5c2_6i2-5,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s4_5c2_6i2-6,8,16,1,16,1.000000,15.196152
ctrnact,ctrnact-08_34-4s4_5c3_6f-1,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4s4_5c3_6f-12,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4s4_5c3_6f-2,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4s4_5c3_6f-3,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4s4_5c3_6f-4,8,15,1,15,1.000000,14.464102
ctrnact,ctrnact-08_34-4s4_5c3_6i-1,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-2,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-21,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-23,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-3,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-4,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-5,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-6,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-7,8,16,1,16,1.000000,15.338279
ctrnact,ctrnact-08_34-4s4_5c3_6i-8,8,16,1,16,1.000000,15.338279
