src,id,k,sStar,wtU,wtV,lenU,lenV
ctrnact,ctrnact-07_34-4p_4s4_5c_6f-1,7,12,1,12,1.000000,11.732051
ctrnact,ctrnact-07_34-4p_4s4_5c_6i-1,7,13,1,13,1.000000,12.607994
ctrnact,ctrnact-07_34-4p_4s5_5c-1,7,13,1,13,1.000000,12.875737
ctrnact,ctrnact-07_34-4p_4s_5c2_6i3-1,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4p_4s_5c2_6i3-2,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4p_4s_5c3_6f_6i-1,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4p_4s_5c3_6f_6i-2,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4p_4s_5c3_6f_6i-3,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-1,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-2,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-3,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-4,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-5,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c3_6i2-6,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-1,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-2,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-3,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-4,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-5,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c4_6i-6,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_4s_5c5-1,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4p_4s_5c5-2,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4p_4s_5c5-3,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4p_4s_5c_6f_6i3-1,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-4p_4s_5c_6i4-1,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4p_5c2_5d_5e_5f_6h-1,7,5,4,5,3.732051,4.625182
ctrnact,ctrnact-07_34-4p_5c2_6i4-1,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-4p_5c3_6f_6i2-1,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-4p_5c3_6f_6i2-2,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-4p_5c3_6f_6i2-3,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-4p_5c3_6i3-1,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4p_5c3_6i3-2,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4p_5c3_6i3-3,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4p_5c3_6i3-4,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4p_5c4_6i2-1,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4p_5c4_6i2-2,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4p_5c4_6i2-3,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4p_5c5_6f-1,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4p_5c5_6i-1,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_5c5_6i-2,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_5c5_6i-3,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4p_5c6-1,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4p_5c_6f_6i4-1,7,12,1,12,1.000000,10.660254
ctrnact,ctrnact-07_34-4p_5c_6i5-1,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-4r_5d3_5f2_6g-1,7,4,3,4,2.909313,3.863703
ctrnact,ctrnact-07_34-4s2_5c2_6f2_6i-1,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4s2_5c2_6f_6i2-1,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s2_5c2_6f_6i2-2,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s2_5c2_6f_6i2-3,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s2_5c2_6i3-3,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s2_5c2_6i3-6,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s2_5c2_6i3-7,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-1,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-2,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-3,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-4,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-8,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6f_6i-9,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s2_5c3_6i2-1,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-10,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-12,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-13,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-2,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-3,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-4,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-5,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c3_6i2-6,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s2_5c4_6f-1,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4s2_5c4_6f-3,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4s2_5c4_6f-6,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4s2_5c4_6i-1,7,7,1,7,1.000000,6.616994
ctrnact,ctrnact-07_34-4s2_5c4_6i-10,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-11,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-15,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-16,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-19,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-20,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-27,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-7,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-8,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c4_6i-9,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s2_5c5-1,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c5-11,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c5-2,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c5-3,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c5-5,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c5-8,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s2_5c_6f_6i3-1,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s2_5c_6i4-1,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s3_5c2_6f_6i-1,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4s3_5c2_6f_6i-2,7,13,1,13,1.000000,12.340261
ctrnact,ctrnact-07_34-4s3_5c2_6i2-10,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s3_5c2_6i2-4,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s3_5c2_6i2-5,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s3_5c3_6f-1,7,13,1,13,1.000000,12.464102
ctrnact,ctrnact-07_34-4s3_5c3_6f-2,7,13,1,13,1.000000,12.464102
ctrnact,ctrnact-07_34-4s3_5c3_6f-3,7,13,1,13,1.000000,12.464102
ctrnact,ctrnact-07_34-4s3_5c3_6f-8,7,13,1,13,1.000000,12.464102
ctrnact,ctrnact-07_34-4s3_5c3_6i-1,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-13,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-15,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-2,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-3,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-4,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-5,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c3_6i-6,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s3_5c4-10,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c4-17,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c4-22,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c4-7,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c4-8,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c4-9,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s3_5c_6f_6i2-1,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s3_5c_6i3-1,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s4_5c2_6f-1,7,13,1,13,1.000000,12.607994
ctrnact,ctrnact-07_34-4s4_5c2_6i-15,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s4_5c2_6i-5,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s4_5c2_6i-6,7,14,1,14,1.000000,13.464102
ctrnact,ctrnact-07_34-4s4_5c3-1,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s4_5c3-11,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s4_5c3-2,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s4_5c3-3,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s4_5c3-4,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s4_5c_6f_6i-1,7,13,1,13,1.000000,12.464102
ctrnact,ctrnact-07_34-4s4_5c_6i2-1,7,14,1,14,1.000000,13.339501
ctrnact,ctrnact-07_34-4s5_5c2-6,7,14,1,14,1.000000,13.732051
ctrnact,ctrnact-07_34-4s5_5c2-7,7,14,1,14,1.000000,13.732051
ctrnact,ctrnact-07_34-4s5_5c2-8,7,14,1,14,1.000000,13.732051
ctrnact,ctrnact-07_34-4s5_5c_6f-1,7,13,1,13,1.000000,12.732051
ctrnact,ctrnact-07_34-4s5_5c_6i-1,7,14,1,14,1.000000,13.607266
ctrnact,ctrnact-07_34-4s6_5c-1,7,14,1,14,1.000000,13.875037
ctrnact,ctrnact-07_34-4s_5c2_5d2_5f2-1,7,6,5,6,4.732051,4.965909
ctrnact,ctrnact-07_34-4s_5c2_6f2_6i2-1,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-4s_5c2_6f_6i3-1,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4s_5c2_6f_6i3-2,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4s_5c2_6f_6i3-3,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4s_5c2_6f_6i3-4,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-4s_5c2_6i4-2,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-4s_5c2_6i4-3,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-4s_5c2_6i4-4,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-1,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-2,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-3,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-5,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-6,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6f_6i2-8,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-4s_5c3_6i3-1,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-10,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-2,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-3,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-4,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-5,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-7,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c3_6i3-8,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-4s_5c4_6f2-1,7,12,1,12,1.000000,11.196152
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-1,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-2,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-4,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-5,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-6,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6f_6i-8,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-4s_5c4_6i2-1,7,7,1,7,1.000000,6.464102
ctrnact,ctrnact-07_34-4s_5c4_6i2-12,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-13,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-14,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-16,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-4,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-5,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-6,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-7,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-8,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c4_6i2-9,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-4s_5c5_6f-1,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s_5c5_6f-3,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s_5c5_6f-5,7,13,1,13,1.000000,12.196152
ctrnact,ctrnact-07_34-4s_5c5_6i-1,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-11,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-12,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-13,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-2,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-3,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-4,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-5,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c5_6i-9,7,14,1,14,1.000000,13.071744
ctrnact,ctrnact-07_34-4s_5c6-2,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s_5c6-3,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s_5c6-6,7,14,1,14,1.000000,13.196152
ctrnact,ctrnact-07_34-4s_5c_5d_5e_6a_6d_6h-1,7,7,7,7,6.464102,6.464102
ctrnact,ctrnact-07_34-4s_5c_6f_6i4-1,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-4s_5c_6i5-1,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c2_5d_5f4-1,7,8,8,8,6.692130,6.692130
ctrnact,ctrnact-07_34-5c2_5e_5f3_6f-1,7,5,4,5,3.732051,4.732051
ctrnact,ctrnact-07_34-5c2_5e_5f3_6h-1,7,5,5,5,4.319752,4.319752
ctrnact,ctrnact-07_34-5c2_5e_5f_6a_6h_6i-1,7,7,7,7,6.732051,6.732051
ctrnact,ctrnact-07_34-5c2_6f2_6i3-1,7,12,1,12,1.000000,10.660254
ctrnact,ctrnact-07_34-5c2_6f2_6i3-2,7,12,1,12,1.000000,10.660254
ctrnact,ctrnact-07_34-5c2_6f_6i4-1,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-5c2_6f_6i4-2,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-5c2_6f_6i4-3,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-5c2_6f_6i4-4,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-5c2_6f_6i4-5,7,13,1,13,1.000000,11.537119
ctrnact,ctrnact-07_34-5c2_6i5-2,7,14,1,14,1.000000,12.392305
ctrnact,ctrnact-07_34-5c2_6i5-3,7,14,1,14,1.000000,12.392305
ctrnact,ctrnact-07_34-5c2_6i5-4,7,14,1,14,1.000000,12.392305
ctrnact,ctrnact-07_34-5c3_6f_6i3-1,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-5c3_6f_6i3-3,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-5c3_6f_6i3-4,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-5c3_6f_6i3-6,7,13,1,13,1.000000,11.660254
ctrnact,ctrnact-07_34-5c3_6i4-1,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c3_6i4-2,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c3_6i4-4,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c3_6i4-5,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c3_6i4-7,7,14,1,14,1.000000,12.536254
ctrnact,ctrnact-07_34-5c4_6f2_6i-1,7,12,1,12,1.000000,10.928203
ctrnact,ctrnact-07_34-5c4_6f_6i2-1,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6f_6i2-11,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6f_6i2-2,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6f_6i2-3,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6f_6i2-5,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6f_6i2-6,7,13,1,13,1.000000,11.804822
ctrnact,ctrnact-07_34-5c4_6i3-11,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c4_6i3-18,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c4_6i3-5,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c4_6i3-6,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c4_6i3-7,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c4_6i3-9,7,14,1,14,1.000000,12.660254
ctrnact,ctrnact-07_34-5c5_6f_6i-1,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-5c5_6f_6i-2,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-5c5_6f_6i-5,7,13,1,13,1.000000,11.928203
ctrnact,ctrnact-07_34-5c5_6i2-1,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c5_6i2-10,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c5_6i2-2,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c5_6i2-3,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c5_6i2-4,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c5_6i2-5,7,14,1,14,1.000000,12.803995
ctrnact,ctrnact-07_34-5c6_6f-1,7,13,1,13,1.000000,12.072536
ctrnact,ctrnact-07_34-5c6_6i-4,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-5c6_6i-5,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-5c6_6i-7,7,14,1,14,1.000000,12.928203
ctrnact,ctrnact-07_34-5c_5d_5e2_5f2_6f-1,7,5,4,5,3.732051,4.732051
ctrnact,ctrnact-07_34-5c_5d_5e_5f3_6f-1,7,6,4,6,3.732051,5.554854
ctrnact,ctrnact-07_34-5c_5e2_5f2_6f_6h-1,7,6,3,6,2.732051,5.732051
ctrnact,ctrnact-07_34-5c_5e3_5f2_6h-1,7,7,3,7,2.732051,6.249205
ctrnact,ctrnact-07_34-5c_6f_6i5-1,7,13,1,13,1.000000,11.392305
ctrnact,ctrnact-07_34-5c_6i6-1,7,14,1,14,1.000000,12.268523
ctrnact,ctrnact-07_34-5d2_5e2_5f2_6f-1,7,6,4,6,3.732051,5.554854
ctrnact,ctrnact-07_34-5d2_5e2_6a_6h_6i-1,7,8,8,8,7.196152,7.196152
ctrnact,ctrnact-07_34-5d2_5e_5f_6f_6h2-1,7,7,3,7,2.732051,6.510937
ctrnact,ctrnact-07_34-5d2_5f5-1,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d2_5f5-3,7,6,6,6,5.111199,5.111199
ctrnact,ctrnact-07_34-5d2_5f5-5,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d2_5f5-7,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d3_5f4-1,7,7,2,7,1.931852,6.805917
ctrnact,ctrnact-07_34-5d3_5f4-2,7,7,2,7,1.931852,6.805917
ctrnact,ctrnact-07_34-5d3_5f4-7,7,7,2,7,1.931852,6.766433
ctrnact,ctrnact-07_34-5d4_5f3-1,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d4_5f3-2,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d4_5f3-8,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d5_5f2-1,7,7,2,8,1.931852,6.791491
ctrnact,ctrnact-07_34-5d5_5f2-2,7,7,2,7,1.931852,6.805917
ctrnact,ctrnact-07_34-5d5_5f2-3,7,7,2,7,1.931852,6.766433
ctrnact,ctrnact-07_34-5d6_5f-1,7,14,2,14,1.931852,13.522962
ctrnact,ctrnact-07_34-5d_5e2_5f3_6i-1,7,6,4,6,3.732051,5.464102
ctrnact,ctrnact-07_34-5d_5e2_5f_6a_6h_6i-1,7,8,8,8,7.196152,7.196152
ctrnact,ctrnact-07_34-5d_5e3_5f2_6i-1,7,6,4,6,3.732051,5.303240
ctrnact,ctrnact-07_34-5d_5e3_5f_6f_6h-1,7,6,3,6,2.732051,5.732051
ctrnact,ctrnact-07_34-5d_5f6-1,7,7,2,7,1.931852,6.766433
ctrnact,ctrnact-07_34-5e4_5f2_6h-1,7,7,3,7,2.732051,6.249205
ctrnact,ctrnact-07_34-5e4_5f_6a_6c-2,7,7,7,7,6.464102,6.464102
ctrnact,ctrnact-07_346-3d_4d_4k_4l_5d_5e_5f-1,7,6,6,6,5.732051,5.732051
ctrnact,ctrnact-07_346-3f2_4e2_4k2_5d-2,7,10,3,10,3.000000,8.928203
ctrnact,ctrnact-07_346-3f_3g3_4e_4k_5c-1,7,11,3,11,3.000000,9.660254
ctrnact,ctrnact-07_346-3f_3g_4e_4k_4p_4s_5c-1,7,8,3,8,3.000000,7.196152
ctrnact,ctrnact-07_346-3f_3g_4e_4k_4s_4u_5c-1,7,9,3,9,3.000000,8.196152
ctrnact,ctrnact-07_346-3f_3g_4e_4k_5c2_5d-1,7,9,3,9,3.000000,8.200531
ctrnact,ctrnact-07_346-3f_3g_4e_5b_5c_5d_6i-1,7,9,3,9,3.000000,7.928203
ctrnact,ctrnact-07_346-3f_4d_4e_4h_4k2_5c-1,7,5,5,5,4.464102,5.000000
ctrnact,ctrnact-07_346-3f_4d_4e_4k_4l_5c_6a-1,7,9,9,9,7.928203,7.928203
ctrnact,ctrnact-07_346-3f_4d_4h_4k2_4m_5e-1,7,9,9,9,8.732051,8.732051
ctrnact,ctrnact-07_346-3f_4d_4k_4u_5d_5e_6d-1,7,9,9,9,8.196152,8.196152
ctrnact,ctrnact-07_346-3f_4d_4k_5d_5e2_6d-1,7,8,8,8,7.732051,7.732051
ctrnact,ctrnact-07_346-3f_4d_5b_5c_5d_5e_6h-1,7,9,9,9,7.928203,7.928203
ctrnact,ctrnact-07_346-3f_4e2_4k2_5c2-1,7,9,3,9,3.000000,8.200531
ctrnact,ctrnact-07_346-3f_4e2_4k_5b_5c_6i-1,7,9,3,9,3.000000,7.928203
ctrnact,ctrnact-07_346-3f_4e_4f_4k_5b_5c_5d-1,7,5,5,5,4.464102,5.000000
ctrnact,ctrnact-07_346-3f_4e_4k2_5a_5c2-1,7,8,3,8,3.000000,7.196152
ctrnact,ctrnact-07_346-3g2_4e2_4k2_5d-1,7,12,3,12,3.000000,10.660254
ctrnact,ctrnact-07_346-3g2_4e2_4k2_5d-19,7,6,3,6,3.000000,5.353527
ctrnact,ctrnact-07_346-3g2_4e_4k_4p_4s_5c-1,7,9,3,9,3.000000,8.200531
ctrnact,ctrnact-07_346-3g2_4e_4k_4s_4u_5c-1,7,10,3,10,3.000000,9.185481
ctrnact,ctrnact-07_346-3g2_4e_4k_5c2_5d-1,7,10,3,10,3.000000,8.928203
ctrnact,ctrnact-07_346-3g2_4e_5b_5c_5d_6i-1,7,10,3,10,3.000000,8.921236
