seed;latticeKey;hol;areaKey;detFloat;cVerdict;fillMs;rawCells;solveRawCells
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,0,0,0,0#1|-4,0,0,0,4,0,0,0;12;0,0,8,0,1;13.8564;1;61.0;1;1
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,4,0,0,0#1|0,0,0,0,-4,0,0,0;12;0,0,8,0,1;13.8564;1;62.4;1;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-2,0,0,0,5,0,0,0#1|-5,0,0,0,3,0,0,0;12;0,0,19,0,2;16.4545;1;81.8;1;1
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-3,0,0,0,5,0,0,0#1|-5,0,0,0,2,0,0,0;12;0,0,19,0,2;16.4545;1;84.0;1;1
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-1,0,0,0,5,0,0,0#1|-5,0,0,0,4,0,0,0;12;0,0,21,0,2;18.1865;1;68.4;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,5,0,0,0#1|-5,0,0,0,1,0,0,0;12;0,0,21,0,2;18.1865;1;78.0;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,0,0,0,0#1|-5,0,0,0,5,0,0,0;12;0,0,25,0,2;21.6506;1;324.0;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,5,0,0,0#1|0,0,0,0,-5,0,0,0;12;0,0,25,0,2;21.6506;1;348.4;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-3,0,0,0,-3,0,0,0#1|-6,0,0,0,3,0,0,0;12;0,0,27,0,2;23.3827;1;585.4;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-3,0,0,0,6,0,0,0#1|-6,0,0,0,3,0,0,0;12;0,0,27,0,2;23.3827;1;604.6;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,-2,0,0,0#1|-6,0,0,0,4,0,0,0;12;0,0,14,0,1;24.2487;1;597.1;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,6,0,0,0#1|-6,0,0,0,2,0,0,0;12;0,0,14,0,1;24.2487;1;578.2;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-2,0,0,0,-4,0,0,0#1|-6,0,0,0,2,0,0,0;12;0,0,14,0,1;24.2487;1;606.5;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-2,0,0,0,6,0,0,0#1|-6,0,0,0,4,0,0,0;12;0,0,14,0,1;24.2487;1;561.1;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,-1,0,0,0#1|-6,0,0,0,5,0,0,0;12;0,0,31,0,2;26.8468;1;1282.9;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,6,0,0,0#1|-6,0,0,0,1,0,0,0;12;0,0,31,0,2;26.8468;1;1242.0;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-1,0,0,0,6,0,0,0#1|-6,0,0,0,5,0,0,0;12;0,0,31,0,2;26.8468;1;1281.6;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-6,0,0,0,0,0,0,0#1|-6,0,0,0,6,0,0,0;12;0,0,18,0,1;31.1769;0;4517.6;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,-3,0,0,0#1|-7,0,0,0,4,0,0,0;12;0,0,37,0,2;32.0429;0;4849.5;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-4,0,0,0,7,0,0,0#1|-7,0,0,0,3,0,0,0;12;0,0,37,0,2;32.0429;0;4715.2;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-3,0,0,0,-4,0,0,0#1|-7,0,0,0,3,0,0,0;12;0,0,37,0,2;32.0429;0;4992.3;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-3,0,0,0,7,0,0,0#1|-7,0,0,0,4,0,0,0;12;0,0,37,0,2;32.0429;0;4821.3;0;0
