id,k,lattice,group,orbifold
ctrnact-12_346-4j2_4k6_5b2_5d2-18,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k6_5b2_5d2-19,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k6_5b2_5d2-25,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k6_5b2_5d2-28,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k6_5b2_5d2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k6_5b2_6j2-11,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k6_5b2_6j2-5,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k6_5b2_6j2-7,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k6_5b2_6j2-9,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k8_5d2-11,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4k8_5d2-5,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k8_5d2-7,12,rectangular,pmg,22*
ctrnact-12_346-4j2_4k8_5d2-9,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4u2_5b2_5d4_6j2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4u2_5b2_5d4_6j2-3,12,rectangular,pgg,22×
ctrnact-12_346-4j2_4u4_5b2_5d4-1,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b2_5d4_6j4-1,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b2_5d4_6j4-3,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b2_5d4_6j4-5,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b2_5d8-1,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b8_5d2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b8_5d2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j2_5b8_5d2-6,12,rectangular,pgg,22×
ctrnact-12_346-4j2_5b8_5d2-8,12,rectangular,pmg,22*
ctrnact-12_346-4j3_4k2_4u3_5b4-1,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4k2_5b4_5d2_6j-1,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4k2_5b4_5d2_6j-5,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4k2_5b4_5d2_6j-9,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4k4_4u_5b2_5d2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4k4_4u_5b2_5d2-5,12,rectangular,pgg,22×
ctrnact-12_346-4j3_4u_5b6_5d2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_4s2_4u2_5b2-1,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_4s2_5b2_6j2-1,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_4u2_5b2_6j2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_4u2_5b2_6j2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_4u4_5b2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_4u4_5b2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d2_6h2-1,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d2_6h2-3,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d4-15,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d4-18,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_5b2_5d4-2,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_5b2_5d4-20,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d4-4,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k2_5b2_5d4-9,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_5b2_6j4-1,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k2_5b2_6j4-4,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k4_4s2_5d2-1,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k4_4u2_5d2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k4_4u2_5d2-18,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k4_4u2_5d2-20,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k4_4u2_5d2-7,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4k4_5d2_6j2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4k4_5d2_6j2-7,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4s2_5b4_5d2-1,12,rectangular,pmg,22*
ctrnact-12_346-4j4_4u2_5b4_5d2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j4_4u2_5b4_5d2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j4_5b4_5d2_6j2-10,12,rectangular,pgg,22×
ctrnact-12_346-4j4_5b4_5d2_6j2-12,12,rectangular,pmg,22*
ctrnact-12_346-4j4_5b4_5d2_6j2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j4_5b4_5d2_6j2-4,12,rectangular,pmg,22*
ctrnact-12_346-4j6_4k2_5b4-10,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k2_5b4-11,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k2_5b4-2,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k2_5b4-3,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k4_5b2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k4_5b2-3,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k4_5b2-5,12,rectangular,pgg,22×
ctrnact-12_346-4j6_4k4_5b2-7,12,rectangular,pgg,22×
ctrnact-12_346-4j7_4k2_4u_5b2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j8_4k2_5d2-1,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u2_5b2_5d2_6j3-10,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u2_5b2_5d2_6j3-15,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u2_5b2_5d2_6j3-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u2_5b2_5d2_6j3-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-11,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-15,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-18,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-22,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_5d4-4,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u3_5b2_6j4-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u4_5b2_5d2_6j-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u4_5b2_5d2_6j-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u5_5b2_6j2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u7_5b2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-10,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-14,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-19,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-22,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_5d4_6j2-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_4u_5b2_6j6-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-10,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-15,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-18,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-23,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d2_6j5-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d6_6j-11,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d6_6j-15,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d6_6j-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k2_5b2_5d6_6j-6,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u2_5d4_6j-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u2_5d4_6j-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u3_5d2_6j2-10,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u3_5d2_6j2-3,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u5_5d2-11,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u5_5d2-18,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u5_5d2-3,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u_5d2_6j4-3,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u_5d6-3,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_4u_5d6-6,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_5d4_6j3-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4k4_5d4_6j3-7,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u2_5b4_5d4_6j-11,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u2_5b4_5d4_6j-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u3_5b4_5d2_6j2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u3_5b4_5d2_6j2-6,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u5_5b4_5d2-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u_5b4_5d2_6j4-10,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u_5b4_5d2_6j4-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u_5b4_5d2_6j4-6,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u_5b4_5d6-11,12,rectangular,pgg,22×
ctrnact-12_346-4j_4u_5b4_5d6-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-15,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-18,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-2,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-23,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-31,12,rectangular,pgg,22×
ctrnact-12_346-4j_5b4_5d4_6j3-4,12,rectangular,pgg,22×
ctrnact-12_36-4d2_4e2_4j2_5b2_6j4-1,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4e3_4j3_5b4-1,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4e3_4j3_5b4-3,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4e_4j5_5b4-1,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4e_4j5_5b4-3,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4j2_5b6_6j2-1,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4j2_5b6_6j2-2,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4j2_5b6_6j2-5,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4j2_5b6_6j2-7,12,rectangular,pmg,22*
ctrnact-12_36-4d2_4j4_5b2_6j4-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g2_4j4_5b4-17,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4g2_4j4_5b4-19,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4g_4i_4j4_5b4-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4i_4j4_5b4-17,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4i_4j4_5b4-18,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4i_4j4_5b4-3,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4i_4j4_5b4-5,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4i_4j4_5b4-7,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4g_4j2_5b6_6j-17,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4g_4j2_5b6_6j-6,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4i_4j2_5b6_6j-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4i_4j2_5b6_6j-9,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4i_4j7_5b2-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4i_4j7_5b2-5,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4i_4j7_5b2-9,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4i_4j_5b2_6j6-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4j2_5b4_6h2_6j2-1,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4j2_5b4_6h2_6j2-3,12,rectangular,pmg,22*
ctrnact-12_36-4e2_4j4_5b6-3,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j4_5b6-4,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j4_5b6-7,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j4_5b6-8,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j5_5b4_6j-2,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j5_5b4_6j-7,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j6_5b2_6j2-1,12,rectangular,pgg,22×
ctrnact-12_36-4e2_4j6_5b2_6j2-5,12,rectangular,pgg,22×
ctrnact-12_36-4e4_4g_4i_4j2_5b4-1,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4g_4i_4j2_5b4-3,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4g_4i_4j2_5b4-5,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4i_4j5_5b2-1,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4i_4j5_5b2-11,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4i_4j5_5b2-3,12,rectangular,pmg,22*
ctrnact-12_36-4e4_4j3_5b4_6j-34,12,rectangular,pgg,22×
ctrnact-12_36-4e4_4j4_5b2_6j2-1,12,rectangular,pgg,22×
ctrnact-12_36-4e6_4i_4j3_5b2-1,12,rectangular,pmg,22*
ctrnact-12_36-4e_4i_4j2_5b8-1,12,rectangular,pmg,22*
ctrnact-12_36-4e_4i_4j2_5b8-2,12,rectangular,pmg,22*
ctrnact-12_36-4e_4j2_5b6_6j3-2,12,rectangular,pgg,22×
ctrnact-12_36-4e_4j3_5b4_6j4-1,12,rectangular,pgg,22×
ctrnact-12_36-4g2_4j6_5b4-1,12,rectangular,pgg,22×
ctrnact-12_36-4g2_4j6_5b4-3,12,rectangular,pgg,22×
ctrnact-12_36-4g_4i_4j6_5b4-1,12,rectangular,pmg,22*
ctrnact-12_36-4g_4i_4j6_5b4-3,12,rectangular,pmg,22*
ctrnact-12_36-4g_4i_4j6_5b4-5,12,rectangular,pmg,22*
ctrnact-12_36-4g_4j3_5b8-3,12,rectangular,pgg,22×
ctrnact-12_36-4g_4j3_5b8-4,12,rectangular,pgg,22×
ctrnact-12_36-4g_4j4_5b6_6j-2,12,rectangular,pgg,22×
ctrnact-12_36-4g_4j4_5b6_6j-8,12,rectangular,pgg,22×
ctrnact-12_36-4i_4j3_5b2_6j6-1,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j4_5b6_6j-1,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j4_5b6_6j-5,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j9_5b2-1,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-1,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-10,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-2,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-5,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-7,12,rectangular,pmg,22*
ctrnact-12_36-4i_4j_5b6_6j4-9,12,rectangular,pmg,22*
ctrnact-12_36-4j2_5b2_6j8-1,12,rectangular,pgg,22×
ctrnact-12_36-4j2_5b8_6h2-1,12,rectangular,pmg,22*
ctrnact-12_36-4j2_5b8_6h2-2,12,rectangular,pmg,22*
ctrnact-12_36-4j2_5b8_6j2-23,12,rectangular,pgg,22×
ctrnact-12_36-4j3_5b6_6j3-1,12,rectangular,pgg,22×
ctrnact-12_36-4j4_5b4_6h2_6j2-1,12,rectangular,pmg,22*
ctrnact-12_36-4j4_5b4_6h2_6j2-3,12,rectangular,pmg,22*
ctrnact-12_36-4j6_5b6-1,12,rectangular,pgg,22×
ctrnact-12_36-4j6_5b6-2,12,rectangular,pgg,22×
ctrnact-12_36-4j6_5b6-5,12,rectangular,pgg,22×
ctrnact-12_36-4j7_5b4_6j-2,12,rectangular,pgg,22×
ctrnact-12_36-4j8_5b2_6j2-1,12,rectangular,pgg,22×
ctrnact-12_36-4j_5b4_6j7-14,12,rectangular,pgg,22×
ctrnact-12_36-4j_5b4_6j7-19,12,rectangular,pgg,22×
ctrnact-12_36-4j_5b4_6j7-4,12,rectangular,pgg,22×
ctrnact-12_36-4j_5b4_6j7-9,12,rectangular,pgg,22×
